user_id,click_count,purchase_count,conversion_rate,churn_flag,user_segment
b701465c5960839259de1bc16655ef0a,0,2,NULL,0,"High Value"
53e644c7c57416bdaf0409e656ee8b0a,0,2,NULL,0,"High Value"
460dcc55d5e844747e459af4e09d747a,0,2,NULL,0,"High Value"
0550b43346bf7b76cb465d064ecc7bd5,0,2,NULL,0,"High Value"
3b3382efc93f5864321ada697caf1fc3,1,2,2,0,"High Value"
25d088925de5b8a24b06c9505000448b,0,2,NULL,0,"High Value"
63572a1269de35c881dc1ca268e20fa0,0,2,NULL,0,"High Value"
98f405f18fec61e1a61037c344213e26,0,1,NULL,0,Normal
ba72c004d59d5ff2938572234ded865c,0,1,NULL,0,Normal
4765067ce1c6bbfe4e97362bc9c7af53,0,1,NULL,0,Normal
b3c56127c49edf102af3ed7a80e74e84,0,1,NULL,0,Normal
bca028720042e892653446350d295df2,0,1,NULL,0,Normal
49a6ae8a95c6a78d90945b983ab1ecfc,1,1,1,0,Normal
b49737581a0d2bded4cad182940ebc3b,1,1,1,0,Normal
f96fac15ddb994992dbd5297fcc32e05,0,1,NULL,0,Normal
79de9d85491851885fea90dd77892073,0,1,NULL,0,Normal
b699abc1a43849f50a8b15a9b7df2978,0,1,NULL,0,Normal
d9fa3536203bde0f33d22c61326df332,0,1,NULL,0,Normal
5a28c4507c698a19a3b083e86004a165,0,1,NULL,0,Normal
915629689eacad2a9b739f4b3807d0e5,0,1,NULL,0,Normal
ba7bf9187d8a05d7646a325a3575932a,1,1,1,0,Normal
b7696f3033663a871d0663c2398861db,0,1,NULL,0,Normal
864c3a5085d7d4e6c2153baaf6274cc1,0,1,NULL,0,Normal
0bcefb6bd3a890ffc5ef5f2573cee9a0,0,1,NULL,0,Normal
75f7b51090b336767b17dc099916f20f,0,1,NULL,0,Normal
e8043e94a03541766bca8246a5af9d8b,0,1,NULL,0,Normal
c04c34ebf85dbdc5d2d0054593e34bd8,0,1,NULL,0,Normal
91f92cfee46b79581b05aa974dd57ce5,0,1,NULL,0,Normal
053773e477b7af0d6678c1669b397cda,0,1,NULL,0,Normal
26c039a813a4c04b92fa1f38572501d1,0,1,NULL,0,Normal
c27808faa6aa8b89eba6c04408025c68,0,1,NULL,0,Normal
2d9e2413671ad73707ac2f425871eb3f,0,1,NULL,0,Normal
8f1278c7bf83749550237624f72786e6,0,1,NULL,0,Normal
93cd96511720c79840c463a530e84fe9,0,1,NULL,0,Normal
b65a320a0d214027f80a904bcfbb94b0,0,1,NULL,0,Normal
7d7e1b92612e4b349ca697d307c6d74f,0,1,NULL,0,Normal
8d3734347fd7ca8cb68063adcc1152a4,0,1,NULL,0,Normal
2aa9a7aba78493bf62442d664a90fcc7,0,1,NULL,0,Normal
5ef96fa144b65e2a90bde1f64b2fd5b8,0,1,NULL,0,Normal
3e3ccfeb474d77e0c85a7c2cd541dc1e,0,1,NULL,0,Normal
c7d0eef78d78a2110d338daf21a1ded9,0,1,NULL,0,Normal
dd9f7612ddf12827e7a641bde0e8d86c,0,1,NULL,0,Normal
e7d7c19180d24061b0c4d7a7896c5b00,0,1,NULL,0,Normal
2f6d26c67bbd2c07e44bd5b4de84c176,0,1,NULL,0,Normal
8b40ebca90678b49830f04a84116370e,0,1,NULL,0,Normal
e17dbbd9f659bf72e9d742658f9f3d6f,1,1,1,0,Normal
70061eaa82d2b6fff7834940e5dfb6a2,0,1,NULL,0,Normal
6d03d9c7d95db6de5b59aa4d7218ec07,0,1,NULL,0,Normal
86154d1d9f7bfa63c082686f2c694d94,0,1,NULL,0,Normal
d906c4099ee449f7420baf549c4d5cc4,0,1,NULL,0,Normal
fbbc61fafbafa45406320a04a2c39c2f,0,1,NULL,0,Normal
8c99550966de67486c939c2337338326,0,1,NULL,0,Normal
a1c66b94797658e934a9fdc38ccd2106,0,1,NULL,0,Normal
ef2b68fe20b497383fb1b10a308245ed,0,1,NULL,0,Normal
25700734456e911ea55a83b37c50de2e,0,1,NULL,0,Normal
eaae32a3d066609f7783b36861c7a133,0,1,NULL,0,Normal
fee7cf49127308e2b5402c9984b6f1f6,0,1,NULL,0,Normal
52b56e381d745120ffdd216f8b484675,0,1,NULL,0,Normal
e62addf0b004f6b6785542df9821b423,0,1,NULL,0,Normal
dd62583c3bb8dcc05888cd20ed252745,0,1,NULL,0,Normal
1b4f0369610bd9e4d237aab3a993bdcd,0,1,NULL,0,Normal
9aa2c4bac83761140a8703ebdf9e49bd,0,1,NULL,0,Normal
793c6305b1e85bc03a82e464e28533fd,0,1,NULL,0,Normal
92aa8377d76dce02451719d307524fe7,0,1,NULL,0,Normal
e81e7f31e6b27c161760c4088585d3ec,0,1,NULL,0,Normal
206fd19fc2dc8738a59823f0afdc75ad,0,1,NULL,0,Normal
d9b274a5a8887270550e6967327bf40a,0,1,NULL,0,Normal
659e17d303758fa459f2b37ef353f5c4,0,1,NULL,0,Normal
4e4ab12631767d0b1b3e6d3e8830326b,0,1,NULL,0,Normal
15ddd9dc07f311ce66b456ca3337c8bc,0,1,NULL,0,Normal
0e897a74275d2bd19eb0317a04f228c0,0,1,NULL,0,Normal
c9bd05e87a980d0197e1ac3b7cad5501,0,1,NULL,0,Normal
3c5dbf75aeeeb107d76361dd23f44b38,1,1,1,0,Normal
6ffd4f294fd7e52f4fb63343912fc6fa,0,1,NULL,0,Normal
6bd8daf4333d1260039e94e9d1a84700,0,1,NULL,0,Normal
884909e6ce4397ea2d53b086601162cf,0,1,NULL,0,Normal
63b6438d1c730d87d4781b28de7ac834,0,1,NULL,0,Normal
a54c000c261e820c31699fe7bd16046f,0,1,NULL,0,Normal
acc03cfdf7d03ee1bebbeb087ec439b5,0,1,NULL,0,Normal
985df90166f0acca910f2105d53d6d65,0,1,NULL,0,Normal
a7288cab9fc524abf65915630e66c73b,0,1,NULL,0,Normal
abcabc7d0046930c04f966c3d8d5d9d4,0,1,NULL,0,Normal
0efe3b60beba60a95722e85d02b73533,1,1,1,0,Normal
c55a6a8fb09446878f0ec7d78a1471b8,0,1,NULL,0,Normal
d0dac49a8ce4e5ba67f9ad0a2aac7eb6,0,1,NULL,0,Normal
